hidden_layers,neurons_per_layer,trainable_params,test_loss,test_loss_seed1,test_loss_seed2,test_loss_seed3,test_loss_seed4,test_loss_seed5,training_time_seconds,avg_test_loss
1,2,15,0.1945235282182693,0.1945235282182693,0.1312572509050369,0.1744868457317352,0.1966016292572021,0.1570480316877365,12.74933385848999,0.170783457159996
1,3,25,0.0961756408214569,0.0961756408214569,0.1384089738130569,0.115466371178627,0.1512737870216369,0.1383288651704788,16.24220895767212,0.12793072760105131
1,4,37,0.1015795022249221,0.1015795022249221,0.0824343413114547,0.1265949308872223,0.0755519494414329,0.0595806837081909,22.415210008621216,0.08914828151464457
1,5,51,0.0573967583477497,0.0573967583477497,0.0703846588730812,0.0438070371747016,0.0542337894439697,0.0438679605722427,25.09659004211425,0.05393804088234898
1,6,67,0.0637032389640808,0.0469728149473667,0.0522639267146587,0.0522054582834243,0.0587646253407001,0.0501002557575702,24.731608867645264,0.052061416208743994
1,7,85,0.0271439924836158,0.0271439924836158,0.0443016849458217,0.0519099719822406,0.0522883795201778,0.0532967336475849,25.19524645805359,0.04578815251588816
1,8,105,0.0531697757542133,0.0531697757542133,0.0537209138274192,0.0324865952134132,0.0517373532056808,0.033684454858303,25.36194086074829,0.0449598185718059
1,9,127,0.032876681536436,0.032876681536436,0.0483463369309902,0.0207642614841461,0.0167368743568658,0.0538857616484165,24.72391152381897,0.03452198319137092
1,10,151,0.0247588921338319,0.0247588921338319,0.0396561957895755,0.0171724613755941,0.0457728803157806,0.030980784446001,25.02451729774475,0.03166824281215662
1,11,177,0.0492152124643325,0.0492152124643325,0.0486794076859951,0.0246452894061803,0.0129750100895762,0.0423411652445793,25.26921057701111,0.03557121697813268
1,12,205,0.0140939122065901,0.0140939122065901,0.0308529380708932,0.011406235396862,0.0317702256143093,0.0147129967808723,25.318169593811035,0.02056726161390538
1,13,235,0.0221043340861797,0.0221043340861797,0.0355343036353588,0.0395005196332931,0.0203145369887352,0.0296591762453317,25.08150887489319,0.0294225741177797
1,14,267,0.0299088712781667,0.0299088712781667,0.0335716716945171,0.0299157109111547,0.0329140946269035,0.0323935709893703,25.16243457794189,0.031740783900022454
1,15,301,0.0094217136502265,0.0094217136502265,0.0240024607628583,0.0236015170812606,0.0131867257878184,0.0416817106306552,24.85645747184753,0.0223788255825638
1,16,337,0.0077807088382542,0.0077807088382542,0.01119826734066,0.0131167192012071,0.0281036514788866,0.0329582914710044,24.34992456436157,0.018631527666002463
1,17,375,0.0083276797086,0.0083276797086,0.0402434095740318,0.0341343320906162,0.0405968613922596,0.011419853195548,25.05590867996216,0.02694442719221112
1,18,415,0.0269449222832918,0.0269449222832918,0.0218269601464271,0.0367089919745922,0.0077891200780868,0.0463244877755641,25.249268293380737,0.0279188964515924
1,19,457,0.0082822758704423,0.0082822758704423,0.0167078543454408,0.022080885246396,0.0138730527833104,0.011526589281857,25.35377025604248,0.0144941315054893
1,20,501,0.0109731806442141,0.0109731806442141,0.016888327896595,0.0141704762354493,0.0191727932542562,0.0114121539518237,25.161092042922974,0.01452338639646766
2,2,21,0.1493645310401916,0.1493645310401916,0.1743260473012924,0.1064984202384948,0.1840408146381378,0.1911533772945404,15.378154993057253,0.1610766381025314
2,3,37,0.087202176451683,0.087202176451683,0.0965987220406532,0.0966595336794853,0.0693163871765136,0.0685376748442649,22.69975614547729,0.08366289883852
2,4,57,0.0440583191812038,0.0440583191812038,0.0620012320578098,0.0411259941756725,0.0284102894365787,0.0779451578855514,29.434059619903564,0.050708198547363234
2,5,81,0.0194250252097845,0.0194250252097845,0.0258104056119918,0.049990314990282,0.0217781867831945,0.0466306172311306,28.915615558624268,0.03272690996527668
2,6,109,0.0181348007172346,0.0181348007172346,0.0084682200103998,0.032476682215929,0.0163437183946371,0.0253306403756141,28.87064266204834,0.02015081234276292
2,7,141,0.0075700660236179,0.0075700660236179,0.007515178527683,0.0188681632280349,0.012996332719922,0.0156066734343767,28.90125679969788,0.0125112827867269
2,8,177,0.0153177799656987,0.0153177799656987,0.0145576009526848,0.0156335178762674,0.0110460147261619,0.0103396456688642,28.922139883041385,0.0133789118379354
2,9,217,0.0083281984552741,0.0083281984552741,0.0130411889404058,0.0062341843731701,0.0078709470108151,0.0063524986617267,28.36874628067017,0.00836540348827836
2,10,261,0.0056100967340171,0.0056100967340171,0.0012655587634071,0.0100450627505779,0.0138456970453262,0.0053663915023207,29.045356512069706,0.007226561359129799
2,11,309,0.0032276608981192,0.0032276608981192,0.0094760339707136,0.0051779015921056,0.0146779622882604,0.0034613951575011,29.016199350357056,0.00720419078133998
2,12,361,0.0038364788051694,0.0038364788051694,0.0043190885335206,0.0071081011556088,0.0056203212589025,0.0097645465284585,29.18547344207764,0.006129707256331959
2,13,417,0.0077006071805953,0.0077006071805953,0.0050398651510477,0.002358459867537,0.004700600169599,0.0026139449328184,29.177488327026367,0.0044826954603194805
2,14,477,0.0036167260259389,0.0036167260259389,0.0019451761618256,0.0023090911563485,0.0045625627972185,0.0039918022230267,29.12825107574463,0.00328507167287164
2,15,541,0.0024423340801149,0.0024423340801149,0.0016369670629501,0.0037825321778655,0.0076096882112324,0.0027245713863521,28.88771772384644,0.0036392185837029996
2,16,609,0.0048141879960894,0.0048141879960894,0.002966123400256,0.0038735854905098,0.0018195423763245,0.0024704316165298,29.076071739196777,0.0031887741759418996
2,17,681,0.0054871561005711,0.0054871561005711,0.002218441106379,0.0076955785043537,0.0035649887286126,0.0031535394955426,28.921390533447266,0.0044239407870918
2,18,757,0.0076275113970041,0.0076275113970041,0.0057830903679132,0.0048473677597939,0.0011818322818726,0.0098959365859627,29.159961700439453,0.0058671476785093
2,19,837,0.0012153472052887,0.0012153472052887,0.0012789682950824,0.0022996992338448,0.0022232497576624,0.0012943895999342,29.07324314117432,0.0016623308183625
2,20,921,0.0020604103337973,0.0020604103337973,0.0037229703739285,0.0044839428737759,0.0028787986375391,0.0018543497426435,29.094610929489136,0.00300009439233686
3,2,27,0.1495030522346496,0.1495030522346496,0.1938889622688293,0.1304370164871215,0.1522082686424255,0.1684637814760208,21.975701093673703,0.15890021622180933
3,3,49,0.0547711104154586,0.0547711104154586,0.0730672031641006,0.0830044895410537,0.0597545616328716,0.0712205320596695,30.474316596984863,0.0683635793626308
3,4,77,0.0218734890222549,0.0218734890222549,0.0304375812411308,0.0294352397322654,0.0232474543154239,0.0227607190608978,31.74466180801392,0.025550896674394565
3,5,111,0.004867254756391,0.004867254756391,0.0156943444162607,0.0102509576827287,0.0121070016175508,0.0114376489073038,32.0999755859375,0.010871441476047
3,6,151,0.0089935939759016,0.0089935939759016,0.0038030941504985,0.0045370901934802,0.0058835837990045,0.007146097254008,32.141138553619385,0.00607269187457856
3,7,197,0.0032767420634627,0.0032767420634627,0.003288683714345,0.0043658930808305,0.0026747344527393,0.0153067149221897,31.32451844215393,0.00578255364671344
3,8,249,0.0014755887677893,0.0014755887677893,0.0025742133148014,0.0018114489503204,0.0036677941679954,0.0035025777760893,31.432138204574585,0.00260632459539916
3,9,307,0.0012603376526385,0.0012603376526385,0.0018627776298671,0.0019323966698721,0.0008860885864123,0.0040300148539245,31.803475379943848,0.0019943230785428997
3,10,371,0.0009884103201329,0.0009884103201329,0.0024077415000647,0.0053069838322699,0.000881286105141,0.0019055453594774,31.65545916557312,0.00229799342341718
3,11,441,0.0008729443652555,0.0008729443652555,0.0020820519421249,0.0006444817990995,0.0024605980142951,0.0005833107279613,31.789643049240112,0.00132867736974726
3,12,517,0.0008858634973876,0.0008858634973876,0.0009737613145262,0.0014749277615919,0.0008938377141021,0.0018065189942717,32.09972357749939,0.0012069818563758999
3,13,599,0.0012372884666547,0.0012372884666547,0.0005548587650991,0.0016506515676155,0.0011679481249302,0.0009987393859773,32.62096405029297,0.0011218972620553598
3,14,687,0.0006859138375148,0.0006859138375148,0.0005607719067484,0.0029982640407979,0.0007702955044806,0.0006487772916443,31.893043518066406,0.0011328045162372
3,15,781,0.0006865300820209,0.0006865300820209,0.0007239819969981,0.0006737450021319,0.0004027787072118,0.0005567038897424,32.004799365997314,0.00060874793562102
3,16,881,0.0006227653939276,0.0006227653939276,0.0005095218657515,0.0004676466924138,0.0004651213821489,0.0006376517703756,32.00131034851074,0.0005405414209234801
3,17,987,0.0005695761647075,0.0005695761647075,0.0006637371261604,0.0004014571604784,0.0009373938664793,0.0002695749572012,31.6596748828888,0.00056834785500536
3,18,1099,0.0004911926225759,0.0004911926225759,0.0005281356861814,0.0013033815193921,0.0006896259146742,0.0003711597528308,31.72395181655884,0.00067669909913088
3,19,1217,0.0005629203515127,0.0005629203515127,0.0007052483269944,0.0007164498674683,0.0005291186971589,0.0005683326162397,31.69184756278992,0.0006164139718747999
3,20,1341,0.000571965938434,0.000571965938434,0.0002672745031304,0.0004853055579587,0.0005100145353935,0.0005187761271372,31.67181277275085,0.00047066733241075997
4,2,33,0.101283811032772,0.101283811032772,0.0980706959962844,0.1590917855501175,0.1567999720573425,0.0936159417033195,27.026704788208008,0.12177244126796719
4,3,61,0.0472957603633403,0.0472957603633403,0.0508241802453994,0.1186921447515487,0.076033242046833,0.0280908737331628,36.57458853721619,0.06418724022805684
4,4,97,0.015663918107748,0.015663918107748,0.024713572114706,0.0112853571772575,0.0338186956942081,0.0391628891229629,36.018903970718384,0.024928886443376496
4,5,141,0.0034611169248819,0.0034611169248819,0.0180034860968589,0.0018009850755333,0.0059782448224723,0.0125788217410445,35.303303956985474,0.008364530932158179
4,6,193,0.0019468193640932,0.0019468193640932,0.0020978995598852,0.0012826902093365,0.007801866158843,0.0051308018155395,35.81623125076294,0.0036520154215394797
4,7,253,0.0009565174696035,0.0009565174696035,0.0075092143379151,0.0009048516512848,0.0070429854094982,0.0011763501679524,36.00103402137756,0.0035179838072508006
4,8,321,0.0012359133688732,0.0012359133688732,0.0008797521004453,0.0008350402349606,0.004057717975229,0.0010257078101858,35.84267735481262,0.00160682629793878
4,9,397,0.0003263622929807,0.0003263622929807,0.0008464134880341,0.0022780592553317,0.001320700161159,0.0004072702722623,35.163421630859375,0.00103576109395356
4,10,481,0.0014642165042459,0.0014642165042459,0.0005116545944474,0.0007132536848075,0.0003920964081771,0.0005859815864823,35.96737861633301,0.00073344055563204
4,11,573,0.0008690540562383,0.0008690540562383,0.0009225194226019,0.0004329032381065,0.0005098084802739,0.0003607749531511,35.7004919052124,0.00061901203007434
4,12,673,0.0008697846787981,0.0008697846787981,0.0016444479115307,0.0001677645632298,0.0002401795791229,0.0008792727603577,35.88408398628235,0.00076028989860784
4,13,781,0.0004491508880164,0.0004491508880164,0.0002985340252052,0.00034332278301,0.0003406677569728,0.000303278415231,35.93162178993225,0.00034699077368708
4,14,897,0.0005246847285889,0.0005246847285889,0.0002800959337037,0.0002792728191707,0.0003398783446755,0.0001884140074253,35.9971342086792,0.00032246916671282
4,15,1021,0.0002913842909038,0.0002913842909038,0.0003813669318333,0.0002330173301743,0.0002557220286689,0.0008180188597179,35.50875735282898,0.00039590188825964004
4,16,1153,0.0002138449053745,0.0002138449053745,0.0002590447256807,0.0003044269979,0.0003277764772064,0.0003179711638949,35.63150382041931,0.0002846128540113
4,17,1293,0.0002178851718781,0.0002178851718781,0.0005536726093851,0.000414074427681,0.0006066468777135,0.000225937605137,34.933571577072144,0.00040364333835893996
4,18,1441,0.0002672848931979,0.0002672848931979,0.0003178917104378,0.0004237086977809,0.0002683970960788,0.0001518421195214,35.01757097244263,0.00028582490340336
4,19,1597,0.0004371986433397,0.0004371986433397,0.000372724753106,0.000777083041612,0.0003098642919212,0.0002177501155529,35.148396253585815,0.00042292416910636
4,20,1761,0.0001473864977015,0.0001473864977015,0.0002511973434593,0.0003832522488664,0.0002382807724643,0.0003181032079737,35.79117012023926,0.00026764401409304
5,2,39,0.0964992940425872,0.0964992940425872,0.0974724367260932,0.0776440650224685,0.1046141535043716,0.1714543253183365,33.59073758125305,0.1095368549227714
5,3,73,0.0784258693456649,0.0784258693456649,0.0430640876293182,0.0668773129582405,0.0251119546592235,0.1126497387886047,36.618751525878906,0.06522579267621036
5,4,117,0.0424657426774501,0.0424657426774501,0.0102082286030054,0.0126168001443147,0.0160216353833675,0.0362553857266902,39.50744009017944,0.02351355850696558
5,5,171,0.0025746047031134,0.0025746047031134,0.0048806937411427,0.0045257196761667,0.0024413890205323,0.0026857762131839,38.67899441719055,0.0034216366708278005
5,6,235,0.0046198451891541,0.0046198451891541,0.0132035203278064,0.0068655400536954,0.0028910338878631,0.0014907163567841,39.4025673866272,0.005814131163060621
5,7,309,0.000837814877741,0.000837814877741,0.0004090068105142,0.0005466268630698,0.0011910849716514,0.0010060383938252,39.832398414611816,0.00079811438336032
5,8,393,0.0008268126985058,0.0008268126985058,0.0010476646712049,0.0008271067636087,0.0013943468220531,0.0004473385051824,39.54437351226807,0.00090865389211098
5,9,487,0.000334289507009,0.000334289507009,0.0003850602370221,0.0004841885529458,0.0003287472063675,0.0020127608440816,39.67058205604553,0.0007090092694852
5,10,591,0.0003675411862786,0.0003675411862786,0.0004405046347528,0.0026216332335025,0.0003398195258341,0.0002414087357465,39.94802284240723,0.0008021814632229
