hidden_layers,neurons_per_layer,trainable_params,test_loss,test_loss_seed1,test_loss_seed2,test_loss_seed3,test_loss_seed4,test_loss_seed5,training_time_seconds,avg_test_loss
5,11,705,0.000213691528188,0.000213691528188,0.0008981717401184,0.0002910053590312,0.0004631391493603,0.0004868666583206,39.37136316299439,0.0004705748870037
5,12,829,0.0004335073172114,0.0004335073172114,0.0003082931507378,0.0004274228704161,0.000803708913736,0.0005582235753536,39.39532971382141,0.00050623116549098
5,13,963,0.0002550389617681,0.0002550389617681,0.0008085379377007,0.0006269108271226,0.0001724102912703,0.000308004382532,39.7238917350769,0.00043418048007874005
5,14,1107,0.0004955155891366,0.0004955155891366,0.0002582488232292,0.0002159629220841,0.0002877958468161,0.0006327921291813,38.88258910179138,0.00037806306208945997
5,15,1261,0.0001544130791444,0.0001544130791444,0.0003415707324165,0.0002301993372384,0.0001983280671993,0.0002115510724252,38.84017539024353,0.00022721245768475996
5,16,1425,0.0001220630801981,0.0001220630801981,0.0001733585668262,0.0002217560395365,0.0032310956157743,0.0002209161175414,38.87085556983948,0.0007938378839752999
5,17,1599,0.000339891121257,0.000339891121257,0.0002985867322422,0.0002935558441095,0.0002546008618082,0.0001917600166052,39.695430755615234,0.0002756789152044201
5,18,1783,0.0002194002881878,0.0002194002881878,0.0001101528978324,0.0001140464955824,0.0001890585408546,0.0002734133740887,38.71035981178284,0.00018121431930918
5,19,1977,0.0001867972605396,0.0001867972605396,0.0011825264664366,0.0002271733392262,0.0001278487470699,0.0003394824743736,39.31045889854431,0.00041276565752917997
5,20,2181,0.0003689201257657,0.0003689201257657,0.0002575177932158,0.0003834344679489,0.0002974399831146,0.0004393958370201,39.90236449241638,0.00034934164141302
6,2,45,0.176396831870079,0.176396831870079,0.0862817764282226,0.1025493070483207,0.0920056253671646,0.0956974625587463,41.38271760940552,0.11058620065450664
6,3,85,0.1165003776550293,0.1165003776550293,0.0279006212949752,0.0221302304416894,0.0690226405858993,0.0248304922133684,40.30590629577637,0.052076872438192326
6,4,137,0.0128577761352062,0.0128577761352062,0.0426747314631938,0.0059034745208919,0.0283032711595296,0.0063141267746686,42.28631258010864,0.01921067601069802
6,5,201,0.0148423118516802,0.0148423118516802,0.0049759550020098,0.0107953120023012,0.0026092487387359,0.0013623705599457,42.42680835723877,0.006917039630934561
6,6,277,0.0044008018448948,0.0044008018448948,0.0056194444186985,0.000828590884339,0.0010273926891386,0.0019017822341993,43.50041222572327,0.00275560241425404
6,7,365,0.0004919652710668,0.0004919652710668,0.0007550938171334,0.0006123466300778,0.0009508212679065,0.0009979745373129,42.81763195991516,0.0007616403046994799
6,8,465,0.0006465201731771,0.0006465201731771,0.0003033012908417,0.000330490496708,0.0025879854802042,0.0063624866306781,42.43979573249817,0.00204615681432182
6,9,577,0.0012091147946193,0.0012091147946193,0.0011128146434202,0.0006328025483526,0.0008569121710024,0.0005526495515368,42.71771097183228,0.00087285874178626
6,10,701,0.000486009317683,0.0003928059595637,0.0014041195390745,0.0002923292049672,0.0003591940912883,0.0006236242479644,42.68365955352783,0.00061441460857162
6,11,837,0.001093802624382,0.0012924766633659,0.0003004210884682,0.0003988166281487,0.0002717656607273,0.0010561550734564,42.72585320472717,0.0006639270228333
6,12,985,0.0010158006334677,0.0010158006334677,0.0001993656915146,0.0001071650112862,9.41908365348354e-05,0.000479992449982,43.35583305358887,0.00037930292455706706
6,13,1145,0.0008238552836701,0.0008238552836701,0.000189297759789,0.0002790004364214,0.0007937199552543,0.0003919780428986,43.02412962913513,0.00049557029560668
6,14,1317,0.0001343585900031,0.0001343585900031,0.0007909536361694,0.0001699508138699,0.0008388786809518,6.080823368392885e-05,42.72552490234375,0.00039898999093562575
6,15,1501,0.000387758744182,0.000387758744182,0.0002864944399334,0.0002655321150086,0.0001476492470828,0.0008859496447257,42.68329405784607,0.0003946768381865
6,16,1697,6.986995867919177e-05,6.986995867919177e-05,0.0001108631768147,0.0003359614638611,0.0002199791342718,0.000357637181878,42.770718812942505,0.00021886218310095837
6,17,1905,9.306812717113644e-05,9.306812717113644e-05,0.0003675437765195,0.0001160195242846,0.0003178724728059,0.0002777717309072,42.64656686782837,0.00023445512633766727
6,18,2125,0.00012585541117,0.00012585541117,0.0001885456586023,0.000177211331902,0.0006209908169694,0.0003009391366504,42.701303482055664,0.00028270847105882
6,19,2357,0.000278091232758,0.000278091232758,0.0002015046629821,0.0001632477942621,0.0001841075572883,0.0001025983001454,42.81296920776367,0.00018590990948718
6,20,2601,9.68985550571233e-05,9.68985550571233e-05,0.0004335927660576,0.0003945212229155,0.0001508458371972,0.0002395804040133,43.08083534240723,0.0002630877570481446
7,2,51,0.0946535468101501,0.0946535468101501,0.1866254359483719,0.1066217720508575,0.1611090153455734,0.0664066150784492,38.15857720375061,0.1230832770466804
7,3,97,0.0705735683441162,0.0705735683441162,0.0239530522376298,0.0571382604539394,0.0424292460083961,0.0689990445971489,47.06779670715332,0.052618634328246074
7,4,157,0.003139411099255,0.003139411099255,0.0389255695044994,0.0768114924430847,0.045885119587183,0.0121405338868498,47.52774095535278,0.03538042530417438
7,5,231,0.0026928025763481,0.0026928025763481,0.0103473030030727,0.018237205222249,0.0017126499442383,0.0029282353352755,46.895973682403564,0.007183639216236722
7,6,319,0.001552275265567,0.001552275265567,0.0026408126577734,0.0007226995658129,0.0018229420529678,0.0005847974680364,47.051562786102295,0.0014647054020315
7,7,421,0.0013435455039143,0.0013435455039143,0.0007521954248659,0.0009578525205142,0.0006590673001483,0.00149841257371,46.82682585716248,0.00104221466463054
7,8,537,0.0012781240511685,0.0012781240511685,0.0013523363741114,0.000769086589571,0.0007341693271882,0.0005004405975341,46.35185432434082,0.00092683138791464
7,9,667,0.0017256770515814,0.0017256770515814,0.0007762970635667,0.0031244535930454,0.0010666964808478,0.0003134816652163,47.4783353805542,0.0014013211708515199
7,10,811,0.0002965648309327,0.0002965648309327,0.0041215745732188,0.0030159063171595,0.001029867795296,0.0003998187021352,46.64774417877197,0.00177274644374844
7,11,969,0.0009922684403136,0.0009922684403136,0.0002736820315476,0.0001952111924765,0.0001280504511669,0.0001775088749127,46.402103424072266,0.00035334419808346
7,12,1141,0.0002893973141908,0.0002893973141908,8.339972555404529e-05,0.0001572601904626,0.0003713059413712,0.0004736935370601,46.31903862953186,0.00027501134172774904
7,13,1327,0.0001672094513196,0.0001672094513196,8.095570956356823e-05,0.000184383126907,0.0006473930552601,0.002803111448884,46.86167073249817,0.0007766105583868536
7,14,1527,0.0002449352759867,0.0002449352759867,0.0005572582012973,0.0002099244302371,0.0014364124508574,0.0053086685948073,46.90622663497925,0.0015514397906371599
7,15,1741,0.0001159104722319,0.0001159104722319,0.0001995315251406,0.0003661771770566,0.0001125029230024,0.0014318360481411,46.583420515060425,0.00044519162911452003
7,16,1969,0.0001171267576864,0.0001171267576864,0.0001807358785299,0.0002532560611143,0.0007512508891522,0.0001180157851194,46.91734647750855,0.00028407707432044003
7,17,2211,0.0002503776631783,0.0002503776631783,0.0002035720099229,0.0008896326180547,7.413735875161365e-05,0.000333399279043,46.69922614097595,0.00035022378579010273
7,18,2467,7.713888771831989e-05,7.713888771831989e-05,0.0010158396326005,0.0002096420357702,0.0001947358978213,0.0001188628230011,46.8565993309021,0.00032324385538228396
7,19,2737,0.0002320186758879,0.0002320186758879,0.0003813821240328,0.0001720284344628,0.0002956776588689,0.0001134398262365,46.65291142463684,0.00023890934389778
7,20,3021,9.466681513004004e-05,9.466681513004004e-05,8.232807158492506e-05,0.0002858277002815,0.0001677363325143,0.0009302488178946,46.25737810134888,0.000312161547481073
8,2,57,0.1157315373420715,0.1157315373420715,0.1005835309624672,0.0978389158844947,0.1336055994033813,0.1463631093502044,48.09297275543213,0.11882453858852382
8,3,109,0.1152186319231987,0.1152186319231987,0.0713006854057312,0.0671208500862121,0.0111205922439694,0.0310302134603261,50.45061850547791,0.059158194623887495
8,4,177,0.0058404048904776,0.0058404048904776,0.0217257663607597,0.0232052933424711,0.0192153118550777,0.0478704273700714,50.289393186569214,0.0235714407637715
8,5,261,0.0182298310101032,0.0182298310101032,0.0039148982614278,0.017051612958312,0.0037575939204543,0.0114481169730424,50.84602332115173,0.010880410624667939
8,6,361,0.000966485007666,0.000966485007666,0.0034316801466047,0.0037164820823818,0.0010511020664125,0.0012338493252173,51.05442810058594,0.0020799197256564602
8,7,477,0.0088369697332382,0.0088369697332382,0.008183061145246,0.0148736191913485,0.005539592821151,0.000660921621602,51.41055417060852,0.007618832902517141
8,8,609,0.0003190166316926,0.0003190166316926,0.0017005970003083,0.0020295798312872,0.0011173669481649,0.0003091689432039,50.95706534385681,0.00109514587093138
8,9,757,0.0020788388792425,0.0020788388792425,0.0126593839377164,0.0042279819026589,0.0009244459797628,0.0001680539135122,51.261884689331055,0.00401174092257856
8,10,921,0.0003351653576828,0.0003351653576828,0.000331172341248,0.0004017273895442,0.0031052459962666,0.0010916420724242,50.96533632278442,0.0010529906314331598
8,11,1101,0.0006171662826091,0.0006171662826091,0.0002879416861105,0.0001268387859454,0.0004879258631262,0.0017950778128579,50.61666679382324,0.0006629900861298201
8,12,1297,0.0008692480623722,0.0008692480623722,0.0001742657623253,8.787102706264704e-05,7.921222277218476e-05,8.171582157956436e-05,50.11754250526428,0.00025846257922237925
8,13,1509,0.0011523824650794,0.0011523824650794,0.000273996440228,0.0002568202035035,0.0002011527540162,0.0001248477929038,50.63316583633423,0.00040183993114618004
8,14,1737,0.0001041031864588,0.0001041031864588,8.446972060482949e-05,0.0005558594712056,0.0004305324982851,0.0009402261348441,50.44978427886963,0.00042303820227968593
8,15,1981,0.0001191399569506,0.0001191399569506,0.0001959754881681,0.0001942766539286,0.0001800966565497,7.865608495194465e-05,49.281968116760254,0.00015362896810978892
8,16,2241,0.0001950005098478,0.0001950005098478,0.0043591684661805,0.0001641733688302,0.000296607526252,0.0001390555989928,50.23610782623291,0.00103080109402066
8,17,2517,0.0049262759275734,0.0049262759275734,0.0001317336136708,7.646068115718663e-05,0.0007079679053276,0.0004815513966605,50.71455216407776,0.0012647979048778972
8,18,2809,0.0019915490411221,0.0019915490411221,0.0006441270816139,0.0005195859703235,0.000119212338177,0.0001901038049254,50.415674448013306,0.00069291564723238
8,19,3117,7.150896271923557e-05,7.150896271923557e-05,0.0002749227860476,0.0001128381554735,0.000110389686597,3.0004635846125893e-05,50.17172789573669,0.00011993284533669229
8,20,3441,5.443884583655745e-05,5.443884583655745e-05,0.0002719564654398,9.106093784794211e-05,0.0064960420131683,9.912136738421395e-05,50.217921018600464,0.0014025239259353628
9,2,63,0.1041581928730011,0.1041581928730011,0.1921292841434478,0.1962441653013229,0.0791250392794609,0.295449823141098,36.02484202384949,0.17342130094766614
9,3,121,0.0747906565666198,0.0747906565666198,0.0783633217215538,0.0300468187779188,0.0277497041970491,0.0300195459276437,54.69333243370056,0.04819400943815704
9,4,197,0.0209509283304214,0.0209509283304214,0.0651433765888214,0.0260561518371105,0.0124822044745087,0.0379784293472766,54.385536670684814,0.03252221811562772
9,5,291,0.0070184734649956,0.0070184734649956,0.0139477951452136,0.0036479586269706,0.0010565193369984,0.0220631081610918,54.29342699050903,0.009546770947054
9,6,403,0.001844217069447,0.001844217069447,0.0083172768354415,0.001798708573915,0.0052871257066726,0.0032747415825724,54.46770095825195,0.0041044139536097
9,7,533,0.0011249324306845,0.0011249324306845,0.0034612091258168,0.0007284894236363,0.0011896087089553,0.0039205662906169,53.740559101104736,0.00208496119594196
9,8,681,0.0086233457550406,0.0086233457550406,0.0020287304650992,0.0010367898503318,0.0044420240446925,0.000384652375942,54.62550520896912,0.0033031084982212194
9,9,847,0.0002004932757699,0.0002004932757699,0.0006503069307655,0.0002507731842342,0.0023284654598683,0.0003969935351051,54.1696355342865,0.0007654064771486001
9,10,1031,0.0006144949002191,0.0006144949002191,0.0030205966904759,0.0003439930151216,0.0026023448444902,0.0066541754640638,54.7188081741333,0.0026471209828741204
9,11,1233,0.002298928797245,0.002298928797245,0.0001501208898844,0.0005665028002113,0.000979815958999,0.0001857070164987,54.534594774246216,0.0008362150925676802
9,12,1453,0.0003897404239978,0.0003897404239978,0.0019065769156441,0.0005025289719924,0.0004878815962001,0.0028854068368673,55.36150121688843,0.0012344269489403402
9,13,1691,0.0007279603742063,0.0007279603742063,0.0005365058896131,8.173696551239118e-05,0.0006113220006227,0.0002413484035059,54.69373559951782,0.0004397747266920782
9,14,1947,9.19318408705294e-05,9.19318408705294e-05,0.0005365477409213,0.0002963426813948,0.0001426384696969,0.0001533390459371,54.37925052642822,0.00024415995576412586
9,15,2221,0.0007237316458486,0.0007237316458486,0.0001707533228909,0.0002252013364341,0.001209621084854,7.139089575503021e-05,53.98174285888672,0.000480139657156526
9,16,2513,0.0002785310789477,0.0002785310789477,0.0003413441299926,0.0004665940941777,0.000107090032543,0.000207613906241,53.4632842540741,0.00028023464838039996
9,17,2823,0.0003868373751174,0.0003868373751174,0.0024646783713251,0.0013362537138164,0.0001723856694297,0.0003986852825619,53.48647427558899,0.0009517680824500999
9,18,3151,0.0001588701125001,0.0001588701125001,0.0004712032387033,0.0002642550971359,0.0024881118442863,0.0002215528656961,53.606730461120605,0.00072079863166434
9,19,3497,9.318782394984736e-05,9.318782394984736e-05,0.0003057311696466,0.0002304863737663,0.0022021951153874,9.340971155324952e-05,54.49500751495361,0.0005850020388606794
9,20,3861,0.000182901188964,0.000182901188964,4.892254582955502e-05,0.00010068694246,0.0004253620863892,0.0001085771582438,54.08789944648743,0.00017328998437731103
10,2,69,0.0870556086301803,0.0870556086301803,0.0866505578160286,0.1611473709344864,0.1946303248405456,0.0912419036030769,52.30265021324158,0.12414515316486356
10,3,133,0.1514197736978531,0.1514197736978531,0.0868011638522148,0.0503858216106891,0.031317513436079,0.0512121506035327,58.64300298690796,0.07422728464007373
10,4,217,0.0242146905511617,0.0242146905511617,0.0759173035621643,0.0114992754533886,0.0623953491449356,0.0139438640326261,55.76315093040466,0.03759409654885526
10,5,321,0.017646076157689,0.017646076157689,0.0115468623116612,0.004031897522509,0.0026764953508973,0.0021294418256729,58.54999136924744,0.00760615463368588
10,6,445,0.0119342152029275,0.0119342152029275,0.004597641993314,0.0005095713422633,0.0017599536804482,0.0004254771629348,58.33814764022827,0.00384537187637756
10,7,589,0.0046970597468316,0.0046970597468316,0.0009466632036492,0.0020067053847014,0.0005863374099135,0.0005017564399167,58.59087610244751,0.0017477044370024799
10,8,753,0.0003643170348368,0.0003643170348368,0.0015777822118252,0.0089291678741574,0.0024820968974381,0.0051103103905916,59.015482902526855,0.00369273488176982
